https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/0/e05a4ce4-dbd5-4c47-8b40-c145c7f5d06c.jpg?1562371315,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/b/6b4529c3-8edb-4909-b910-806450a39d2e.jpg?1643588042,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/1/b124ccc4-76e3-41a4-92b2-8f1d06ea9cb8.jpg?1643592411,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/d/2dd0fef1-209f-4de5-a736-8f9bca2faa0a.jpg?1654568075,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/a/6a7c6b2c-9ba0-4fc1-9922-0988acf2dfde.jpg?1627706779,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/d/5d6b5054-2224-4f68-9d82-3ed17c5dacc4.jpg?1557577115,UW,,,,,Unique Count,16,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/7/1/711c3023-1429-4aa1-b822-85ab1badf086.jpg?1608942734,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/0/60e53d61-fcc3-4def-8206-052b46f62deb.jpg?1636224528,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/b/5bb8dd5c-a79a-4afc-80b2-64645bb17a34.jpg?1562911951,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/0/1/01054cee-3105-4e80-9ded-0ae57db5c159.jpg?1627777768,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/8/b81704d2-d555-4894-b36c-6b65d1ebe681.jpg?1643587816,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/2/a2cda10b-7cd5-4cf5-87bd-c3b8c6aa2b47.jpg?1636224226,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/6/568586ca-8a02-4a77-bd65-c0b4a74c429d.jpg?1562349017,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/7/f/7f36775e-9e48-49cc-a771-d58481712edc.jpg?1631047424,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/3/332dc6c3-7802-4bde-aa4e-0feab70c216f.jpg?1616399631,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/5/c5c1acbf-5ef0-4677-b097-30db77d87310.jpg?1654569824,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/3/53343a0c-d97c-4d6f-b696-5343a962e3dd.jpg?1581481431,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/1/8/18743fd4-2a15-40a2-ac90-e3f0fef07e37.jpg?1562339813,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/1/e/1eafefd0-3a9e-400e-8c75-0825aeb2ded1.jpg?1643590284,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/8/68cb4e56-bcad-43a3-8600-a3594047205a.jpg?1581480753,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/4/34e501e6-38da-44ad-abe2-53ea7f0eb4ae.jpg?1562904796,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/e/3e84e179-9d59-4d08-8a36-51ad2fc32ae3.jpg?1581481243,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/a/ca8fb179-7e81-4b20-8b81-ea1aa97afe58.jpg?1655495339,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/7/97502411-5c93-434c-b77b-ceb2c32feae7.jpg?1631045832,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/f/f/ff1d88a6-a74d-44b5-b7a8-866e866807f1.jpg?1631047962,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/e/ee6e2d96-dd9e-45f6-b412-78562f2ada40.jpg?1562939756,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/4/6/46dbfdcb-ac63-450b-b57b-2b0a63105096.jpg?1641069948,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/2/c23cbf01-90d0-4962-92d5-5e1566e8ef4b.jpg?1627705026,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/f/bf22288f-4fd4-45d4-9fcc-08aeba4d93a7.jpg?1650282141,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/a/6ae4634e-1487-4b66-8f70-bcb4b1fa6e77.jpg?1604193084,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/3/d31d3de5-4028-457f-8eba-82e829061a40.jpg?1562837610,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/c/eca9f8ae-838f-4a9c-9341-38e39da68926.jpg?1647809494,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/2/c21cbb10-9157-4887-a752-29b9e94fc77a.jpg?1562836560,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/6/7/6748a844-e185-4e3b-ac1d-8a735666d8ae.jpg?1636224994,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/1/6/164e663f-6a67-4a10-a737-33ea533a9316.jpg?1654569367,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/0/2/02fb5f9f-8750-4eb5-a03a-6dacc60e0b90.jpg?1631046105,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/f/cff5902e-2ca1-43bb-b636-c860b3d0b3f2.jpg?1562933871,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/1/b/1b12e978-4deb-4ccc-8ae6-462bc4598c90.jpg?1636224740,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/8/6/86a4c348-1012-4339-960a-c7bc7fd84fbb.jpg?1631045559,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/f/5fc26aa1-58b9-41b5-95b4-7e9bf2309b54.jpg?1654569094,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/8/6/862fc18f-90d2-430d-aff2-47c1483dee9d.jpg?1562919881,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/0/30c01887-d4b3-46d2-af6b-2877659d057f.jpg?1631056292,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/3/0/3014f59d-9012-473a-8bb1-8085c6e91632.jpg?1562828153,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/c/2c178c8d-ef57-4a69-a72d-c6c6f1eda617.jpg?1654570306,BU,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/4/9423318a-c5a8-48d2-92f5-280d15a050a6.jpg?1631049354,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/3/e3dae817-3db1-4edf-86ba-c2c2b238fcf5.jpg?1631046377,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/1/3/13d7e352-4d01-4947-a76f-f8a01dd876cc.jpg?1581719480,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/a/aab1cc13-8959-4914-afe8-58daf9529f61.jpg?1627710977,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/f/7/f7f77c7e-d35f-477e-acc4-a393044319ea.jpg?1562374957,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/e/bea9e50b-f76e-4797-8e52-1e30ccfdb284.jpg?1608506986,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/1/0/100171d8-7436-44c8-b4cb-0101ffa05c25.jpg?1654566768,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/5/d50eb8cf-dc8d-4c7e-bff7-db9254ff8a90.jpg?1580443628,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/e/d/ed997183-24b2-466f-b740-c414ef485a96.jpg?1647145043,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/0/508b7411-09e5-4990-88ca-649321dd62b5.jpg?1654570202,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/d/dd52d0bd-3abd-401c-9f56-ee911613da3b.jpg?1627704283,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/7/5/75f3d9eb-462c-41b5-ad1a-baab7dc5eac3.jpg?1562832292,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/d/4/d4237352-4e0e-4f40-946b-2a61753674d4.jpg?1562369640,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/3/c30ff1fa-6639-492a-b257-934e5818c98f.jpg?1631051619,BU,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/9/c9944393-348f-4f0e-a0c7-9adcc5a30749.jpg?1604194383,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/b/c/bc9888a1-6f35-4802-b8fb-902017736d4a.jpg?1557576285,U,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/0/7/074d526a-1eef-4045-bd38-f6d68c4bc4b9.jpg?1631045534,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/0/d/0dc939cc-826a-4208-ba5b-a11e1cd47aa2.jpg?1562897656,R,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/5/2/52c2de5f-e486-4cfe-9fb6-be0078ce5f93.jpg?1581479717,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/8/7/8798c207-c9cf-48c5-a5cd-0cf7d392115a.jpg?1627772904,G,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/4/5/45340647-4d3e-4be1-b0e6-e40cc56a438b.jpg?1604195832,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/f/2fe601b0-0398-47f0-9e4f-9f841ad79b9b.jpg?1654569163,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/a/b/ab950987-d88c-4326-98f4-1b1195788921.jpg?1627710712,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/c/a/ca8705e3-0e44-45c9-bcdf-c24507b038fe.jpg?1604200848,N/A,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/2/7/27fd571b-8316-4c60-a042-8bcf4816b126.jpg?1634349745,B,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/7/4/74f43827-2b9b-4fc9-a6e2-c682dfbf14f7.jpg?1656453037,W,,,,,,,,,,,,,,,,,,,,,,,
https://c1.scryfall.com/file/scryfall-cards/art_crop/front/9/6/965e6bd5-dc32-406c-bc99-ceb15be4d3f2.jpg?1636684052,UW,,,,,,,,,,,,,,,,,,,,,,,
